,summary,review_id,bank_id,bank_name,user_id,rating,review,date_posted
662,Basic Banking w/o Fees,21857,20928,Capital One,24453,3,"When my brick-and-mortar bank started charging a hefty monthly fee that was hard to avoid in my financial situation, I went looking for an online bank with no fees. I signed up for an Orange checking account at this institution when it was ING Bank. When Capitol One bought ING, I was a little worried that there would be a degradation in service, but there has definitely been no change in my accounts and the way it works.<br/> <br/>I have a checking and savings account and use both with ease to transfer money between all of my other online monetary accounts, be it to make a purchase, pay a bill or just put some money aside for emergencies. The user interface is relatively intuitive. I use Mint to track my finances, and Capital One 360 integrates seamlessly--unlike my brick-and-mortar bank, which tries hard but just can't figure it out. <br/> <br/>Both accounts pay interest monthly. And, best of all, no fees.",2015-07-20
663,Love Capital One,21806,20928,Capital One,24372,5,"What I really like about this on line bank is the fact that I can manage all my accounts on one page. When I log on to the account page I am able to view not only my checking account but also my Capital One Credit cards. It's a real help to me because sometimes I loose track of my monthly card balances. Capital One 360 checking paid off when my wife clicked on the ""adds friend"" offer, from her account and added me as a friend. Once I signed up through their email we both got a pretty decent bonus. Also I really do like my experience with their customer service department. I got locked out of my password and had to call in to reset it. They walked me through the process and were very patient with me. So I like their free checking and it is making my banking more pleasant. Easy to navigate web site. Sounds funny but I really like their red and white exclusive colors they use on the site. Great Bank all in all.",2015-07-16
664,Great online banking experience,21747,20928,Capital One,24231,4,"I've been with Capitol One 360 since the beginning (and even before, when the bank used to be ING Direct), and all in all, I've been really satisfied with it. I have a joint checking account with my husband as well as multiple savings accounts. I really like being able to open new savings accounts when needed -- we use them to budget for bigger expenses. I also like the ease with which I can send payments to others and transfer money between accounts. I haven't had many issues, and when I do, the customer service is polite and knowledgeable. The app is quite useful, as well. One thing I like about the switch to Capitol One is that now I have a place to make deposits if I need to, as well as more ATMs to choose from.",2015-07-12
665,Easy to use site with ability to categorize your funds for future goals,21742,20928,Capital One,24226,5,"I have been using CapitalOne360 (ING Direct) for over 10 years. Prior to the market crashing, it had some of the highest interest rates around. However, it no longer does. The interest rates are in line with every other bank. <br/>Even though interest rates are low, CapitalOne360 is still a great place to keep your money. Here's why I like it:<br/>1. I easily connected a bank account to download funds and can send funds up to 360 at anytime. Now they are out of my bank account and away from being spent as easily since it takes 2 or so days to get to the banks, then there is a few day hold, and then another few days to withdraw it into your bank. Now my funds are safe from me buying something without thinking <br/>2. When you do need to withdraw funds you have them in about 2 days. <br/>3. My favorite feature is that I can create sub accounts within that account with different nicknames. For example, I have a vacation account, a retirement one, and a new bathroom one. I can move funds or deposit funds into any of these accounts. It helps me keep track and keep focused on goals. Plus, I can change teenagers or delete accounts at anytime as my goals change. <br/>4. The last one is auto deposits. I have it set up where 360 takes out a certain amount from my bank account at specified days. This way I don't have to remember to put away the funds into savings, it does it for me <br/>There is virtually nothing I don't like about Capitalone360 except that I miss their amazingly high interest rates. However, at least they are in line with regular banking institutes and not lower.",2015-07-11
666,Better Banking 360,21736,20928,Capital One,24220,4,"Capital One 360 checking account is a breath of fresh air when it comes to banking. I am a person easily frustrated with many of the banking institutions and all of their fees for whatever they can think to charge for. I enjoy the kind people that are always willing to help when I call the customer service line. Anytime I lock because of using the wrong pin my card, which has happened one to many times cause I have too many numbers on the bran, it is always such a quick and simple process over the phone to get it unlocked or when I have questions about how to change my pin number they are always super helpful and nice. The fee free checking with them is also nice. Unlike many banks who charge super high over draft fees or even monthly fees for having an account 360 checking does not. A really cool feature that I have not found any where else is the over draft credit line. You can apply for a credit line that is specifically attached to your account to help if you do not have enough to cover a purchase. Just last week I went over by $3 at the store and since I have $25 overdraft credit line my purchase still went threw. I love the features of online check deposit also which saves me a trip to the bank. With many good things they also have their down side. Luckily this band does not have many but one I have found is that sometimes I just need to cash my check and not just deposit it and I cant do that with an online bank. Beyond that I have not found many down sides to banking online and I really love Capital One 360. I feel like its finally a bank that cares about me as a customer and not fattening their pockets with fees and inconveniences of other banks.",2015-07-10
667,Capital One 360 Rocks,21733,20928,Capital One,24217,4,"I just recently opened up several savings accounts with Capital One 360. The experience was very easy and took no time at all. The application process was quick and to the point. I was able to immediately link my current checking account to the 360 account to make my initial deposit. This did require a verification process where they first deposited small amounts into your account to verify the identity of the accounts. However, it took no time at all. I am trying to save so I like the idea of having a ""hold"" period on the funds before they will be released. Overall, I must say that I am completely satisfied with their service this far.",2015-07-09
668,Great choice for an online bank.,21730,20928,Capital One,24214,5,Capital One 360 is a great bank. I've been using it for years and they have a great online set up and mobile app. Their online setup is great and easy to understand. You can also use their mobile app to deposit checks with out having going to an ATM or step inside a bank. I haven't been inside a bank in years and do all of my banking online though Capitol One 360. This is a major convince as I don't want to worry about what time a bank is open or having to take off work to take care of my banking needs. Capital One 360 also has very few and low fees which means you keep more of your money. Having no minimum/set up fees make Capital One 360 a great choice for an online bank.,2015-07-08
669,The ease and convenience of banking with Capital One 360.,21727,20928,Capital One,24212,4,I have been banking with Capitol One 360 for four years and highly recommend them for online banking. I find the ease of use and the convenience of banking at any hour of the day or evening at my liking a big plus. The opening of the savings account was very easy and the terms explained in plain English easy to understand. The steps to link up the savings account to an existing checking account was simple. I really like the way multiple bank accounts can be linked up to the Capitol One 360 savings account to be very handy. I can easily transfer money to and from the savings account by clicking a couple of buttons. The interest rate paid on the savings account far exceeds that currently offered in any retail bank in my area. I also like the ability to operate an online brokerage account through Capitol One 360 and like the savings account directly with the brokerage account. The fees associated with the brokerage account are very reasonable. The multiple cash back offers to open various accounts in an added incentive to bank with this trust worthy online bank. I highly recommend Capitol One 360 and look forward to continuing my banking relationship for years to come.,2015-07-07
670,Capital One 360 - Beyond the Orange,21643,20928,Capital One,24066,5,"I have been a Capital One 360 member since well before it was officially known as such, but they haven't skipped a beat since being acquired by Capital One (Formerly ING Direct). They offer a variety of accounts, but I utilize both their Checking and Savings account services. Fees are thankfully quite low, and their overdraft policies are quite reasonable. The lack of physical branches is hardly noticeable thanks to being able to do just about all of your banking from your phone or PC. In the rare instances that I get paid with a check, it is wonderfully easy to snap a picture and have it deposited with their mobile app. Interest rates are low at just about any financial institution right now, but Capital One 360 provides a competitive interest rate for your emergency funds as well. I couldn't be happier with Capital One 360, and I'll likely continue to use them in the years to come.",2015-06-29
671,Capital One 360 - A m,21642,20928,Capital One,24065,4,"I have been a customer of Capital One 360 since Capital One purchased the account from ING direct. Overall, I remain satisfied with the online savings account but it is not perfect. The account has minimal fees and pays decent interest rates even though the rates are not the best available.",2015-06-29
672,Excellent on-line banking,21595,20928,Capital One,23973,5,"When I started using this on-line banking, the company was called INGDirect. It was my first and only experience with strictly on-line banking and since CapitalOne took over, it has gotten even better. I have a checking account that I very rarely They are very interested in helping you save your money! I can access the account anytime I want from my laptop, IPad or IPhone. I can connect external bank accounts to my checking account so that I can transfer money. If I have a question or problem, their customer service is excellent and available 24/7. Their website is very easy to learn and use.",2015-06-21
673,Like the mobile app,21593,20928,Capital One,23971,3,"We had capital one 360 checking and savings bank as our previous bank was purchased by them a few years ago. We were highly skeptical as we weren't sure of what our experience would be afterwards. They were very proactive in keeping us informed of what to expect and they did deliver on just that. the rates pretty much remained the same. We did gain a really cool mobile app that was so much better than our previous banks. It was pretty easy to use and had so many options. I found myself using that app more than I would go online to check my balance and do other necessary.<br/> <br/>I did not seem to mind about the bank takeover. I still was a little concerned as it did not have a particular branch that we could go to, but we found that the customer service was still up to par. I did feel that the few that I worked with were confident in the skills and abilities to get me an answer quickly.<br/> <br/> <br/> <br/>We also had a problem with a charge that we weren't sure we authorized on our account. I called up and they were able to get us more detail than our statement gave us.. All and all we would continue to work with this Capital One again",2015-06-20
674,Liked it better when it was ING Direct,21570,20928,Capital One,23931,4,"Capitol One 360 bought ING Direct about 3 years ago and successfully merged ING Direct into the Capitol One family. Since ING was very successful Capitol One kept many of the same key features that made ING so great. They kept the no fees/no minimums and they keep a higher than average interest rate which is why I stayed with them. Some of the things that I dislike is the fact that their customer service is not as friendly as it used to be. I can not point my finger on an exact incident; however they just don't seem as friendly. The mobile application works well however Capitol One made some security improvements (I guess) which while improved security (I guess) also made it harder for log on. My wife and I use a unique sign in name and have signed up with many sites with the same name (gmail, yahoo, aol, etc..). What are the chances that on our Capitol One 360 accounts both user names we use for everything were already taken within 2 days of changing the way we logged in from a number to a user name? It makes it harder to log on and we commonly forget our user names and have to call often to reset our passwords. Other than these minor complaints I would still recommend Capitol One 360.",2015-06-19
675,I Love My 360 Account,21559,20928,Capital One,23920,5,"I have had a checking account with Capital One 360 for over 2 years now. The application process was so simple when I opened an account with them no minimum deposit. And I received a $50 bonus just for opening the account! Even with some credit problems in the past, and being turned down by other institutions, Capital One 360 allowed me to open a checking account. Customer service has always went above and beyond my expectations of helping me with any problem I have ever had. I have never had to pay any fees to open or maintain this checking account. I would recommend this institution to anyone, even if you have been turned down by other banks. It is amazing! I love my Capital One 360 account!",2015-06-18
676,Happy to use CapitalOne360 as my Online Bank,21558,20928,Capital One,23919,5,"I have been a fan of online banking for several years. Originally, I had an account with IngDirect. They have had a long standing policy of not charging fees. This has carried over since they were bought out by Capital One about 2 years ago. I have a checking account with them, and get my social security check deposited directly there at the beginning of every month. I love it, because I can see the check within a few minutes of the electronic transfer taking place online.<br/> <br/>I love that they have overdraft protection and that there are no fees associated with it. If you overdraft, they will give you credit to cover the amount. When money is deposited to get back to a positive balance they charge you only a small amount of interest for the days you were over. This usually amounts to only a few cents.<br/> <br/>Recently, I got a call from them saying that there was some unusual activity going on with my account. I went online and saw that someone from the Netherlands had made some charges to my account. I called CapitalOne, and they agreed that someone had somehow gotten my credit card information from a transaction I made that may not have been secure. They immediately cancelled my card, and issued me a new card. I was able to dispute the charges online, and all of the money was credited back to my account. This all took place in the space of about 4 days including time to receive my new card. I could not have been more pleased.<br/> <br/>I would highly recommend this bank to anyone. Being able to do everything online saves me time and money.",2015-06-18
677,Best Middle of the Road,21468,20928,Capital One,23799,3,"Overall, I have no problem with Capital One's online website. I can do most things I go in to do (mostly check balances and maybe transfer from checking to savings). I sometimes only have a problem with the integration of all of their products. The layout of the website and mobile app are very different, and since I am mostly on the mobile app, it can be confusing when I get on a computer. Individually, they are both fantastic, but I do not understand why they are not more comprehensive in their use. Customer Service is alright, but they will usually direct you to online to try and fix a problem.",2015-06-11
678,Great Overall Bank/Experience,21459,20928,Capital One,23790,5,"I opened an account many years ago with Capital One 360 (when it was an ING Direct account). The savings rate interest was much better then, however, it is still competitive in today's economy. The interface is easy to use and offers some nice perks, like the ability to mail paper checks for free. They even pay the postage. My main complaint with Capital One 360 is the interest rate, as compared to other online banks like Barclay's which offers 1% and Capital One 360 is still at .75%. One of the best features of Capital One 360 is the ability to create savings accounts within your savings account. This is helpful if you have small savings goals like going on a vacation or purchasing a new vehicle. Overall, I am very satisfied with Capital One 360 and would recommend it.",2015-06-10
679,Perfectly fine online banking,21430,20928,Capital One,23742,4,I originally had an ING Direct account so naturally I was a little concerned when it turned into a Capitol One 360 account. But I am happy to say that it has been a smooth turnover and I have had absolutely no problems. It is easy to manage and the interest rate if fairly competitive. Customer service took care of me quickly and politely.,2015-06-07
680,Just what I was looking for,21349,20928,Capital One,23585,5,"I was looking for a bank account to transfer funds from my freelance work earnings and use a debit card. After some research online I came across capital one 360 and a few others. I wound up applying for capital one 360 and am very satisfied with their electronic transferring features. I have used the smart phone app to deposit checks into my account, the deposit method is very fluid and easy to use. I have the account linked up to my amazon payments and paypal accounts and money transfers always happen within a day or two, very fast and haven't had a problem with it. I would say the best part of the account is the interest rate I get on the checking account, it's something that really only online checking accounts do and it is one the biggest pros. I would recommend to anybody who is looking for an online checking account for money transfers.",2015-05-31
681,One of the Greatest Banks!,21347,20928,Capital One,23583,5,"I have been a customer of 'Capital one 360' back when it was 'ING'. My experience has been mostly all positive. When I opened my account they had one of the highest interest rate for the common bank account..now it's not so great. I've had to contact them a few times by phone maybe about 10 times in the 9 years that I have been a customer. My on the phone customer service experience has usually be excellent, except one time I did get someone that was pretty rude. I really enjoy the fact that they are up to date with technology and have some features that have been truly helpful to me lately. One in particular is the ability to take a picture of a check and have it deposited into your account. Now it does take quite a while for that type of deposit to post to your account but that feature really saved me when I was out of the country and needed to deposit a check in the bank. There is no minimum balance for my type of account and this really reduces stress for me since many times my balance is low but others times it can be high. Another great feature is that they do not charge ATM withdrawal fees and that's even if you are in another country. I would sincerely recommend this bank to anyone looking for a saving and even checking account.",2015-05-31
682,Been with them since ING Direct days,21295,20928,Capital One,23532,4,"When I heard that Capital One was taking ING over, I was a little worried. But there was no reason to, because virtually everything stayed the same. The interface is the same and pretty easy to navigate. They need more ATMS, because there are none around me where I live. I like this bank. The ability to scan a check and deposit it is good, but their mobile interface could use some slight tweaking. Sometimes I will get to the end and it will tell me that I have to do the whole process over. I wish their interest rate was a little higher. I have never had to call them with any issues, so I can't tell you how good their customer service is. The only way I would switch banks is if I was lured with a higher APY and lots of cash.",2015-05-27
683,Awesome!,21292,20928,Capital One,23530,5,"I've been using Capital One's 360 banking service for quite some time now. I have had no problems with this bank and it's great for students considering there's no fees and no minimum balance required. The nice thing about their website is that it's very intuitive and easy to navigate. Since it's an online service it's really easy to use and you don't have to drive to a bank. You can deposit your checks via direct deposit and it's a seamless process. I use an app on my phone to access my balance which is nice, I can easily see if I have enough money for something simply by going on my phone. If I need cash I can just find an ATM using their ATM locator on the website and get cash that way. I have had no problems with this bank so far and I can feel confident in saying I recommend them.",2015-05-27
684,A bit too secure at times,21290,20928,Capital One,23528,3,"I went with 360 because of the name and the reputation. Their online banking is great, their apps are great. Can do all my banking easily from my phone. My last bank had an online banking platform that was horrible. My one issue is that the account gets frozen from time to time for ""unusual activity"" if I'm traveling, but they are quick to reinstate it when I call back. When I went to Italy I called ahead and had no problems.",2015-05-26
685,web review,21289,20928,Capital One,23527,4,I tend to deal with Capital one 360 on a daily basis. This is the account that I use for my main account. The option that i love the most is their online/web site and app that can be used to deposit a check by just taking a picture of it on your phone. That save me a trip to the actual bank to conduct my transaction. Also it give me the ability to check ally account on the fly as I go though my daily work. The site is quick and clear to work with.,2015-05-26
686,Recommend it but there are pros and cons,21279,20928,Capital One,23516,3,"I have both a checking and a savings account with capital one's online bank, capital one 360. I don't get charged any fees for the basic accounts I have which is nice, and the option they have for direct deposit lets me get all of my earnings from my freelance work I do on various websites, which is very convenient. The access to accounts and account options that are available online are fantastic, and in my opinion, better (and more) options than I get from my regular non-online bank. The checking account is also great to have if you need to transfer money between two capital one accounts of any kind and the fact I have a debit card to access these funds makes life easier. The one complaint I have (which is a pretty big one) is that if I have cash I want to deposit, I can't just go to an ATM (or even a capital one branch for that matter). The ONLY options to add money to this online account are to get direct deposit or to upload a picture of a check and wait about 3-5 day's to access the money from the check. Though it's nice that both of those options exist, I really wish I could make a cash deposit somehow. That right there is why my review is 3 stars. If I could make a cash deposit, not only would I make this my only way of banking but I would also give it a 5 star review.",2015-05-25
687,I am really happy with my bank,21270,20928,Capital One,23497,5,"I have been using Capital One 360 for years now. I have a checking and savings account with them. At first they were just an add on bank, that I used for my online transactions and supplemented my brick and mortar other bank. I had it set up to pull a small amount from my other bank each month to ""pay myself first"" that went directly into my savings account. This helped me build up a nice little savings account much quicker than I would have without it. It was so easy and user friendly to do. I am somewhat computer savy, so I thought it was a breeze. The checking account I seldom use for actually writing checks these days, but I do use it for my handy debit card almost daily. I love being able to jump online and transfer money between my checking and savings account INSTANTLY. This is a function none of my brick and mortar banks could match. I have since made this my main bank. The website is clearly laid out and great to get in and out of quickly to do my bank business without much fuss or muss. I have access on my smart phone as well, but I admit I do 99 percent of my bank transactions on my laptop. I have never stepped foot in this bank and have not missed it in the least bit. I feel that the only thing that would make this bank better is if it offered more global services, but as a domestic bank it ranks pretty close to top in my book. It does not hurt that my old brick and mortar banks were gouging me senseless with fees and this one has none. I really like my bank.",2015-05-23
688,Great Online Savings Account!,21264,20928,Capital One,23491,5,"I have used Capital One 360 as an online savings account for several years now. This account is so convenient and easy to use, but it also helps me save more money. The account connects directly to my regular checking and savings account for seamless and smooth transfers between them. I like the idea of having a savings account that is online because it is harder to access my money. When I request a transfer to my checking account, it takes several business days to show up and become available. This gives me time to really determine if I need to purchase the item I am transferring the money for! I could not recommend more this account to someone who struggles to keep their money in savings! It has done wonders for me and Iâ€™m certain it could for anyone else, too.",2015-05-23
689,Sweet Sign Up Bonuses,21171,20928,Capital One,23336,5,"To be honest, you should wait until Capitol One 360 runs another one of its sign-up bonus promotions to enroll. I got fifty dollars for opening a checking account and two hundred for opening a savings account. They usually run these deals around the 4th of July and possibly other major holidays. I also enjoy a higher interest rate in my savings account than the median, even though it's still a paltry 0.7% or something. It's not my primary bank, which is still a physical bank. But in this era of internet, mobile apps, and convenience I hardly go to the physical bank anyway, which is the only difference between Capitol One 360 and traditional banks. It has and app with mobile check deposit, checking your balance, etc.",2015-05-13
690,Love Capitol One 360 Checking!,21164,20928,Capital One,23329,5,"I love using Capitol One 360 for my checking account! I have been with them for checking since it was ING Direct and have always been pleased. They offer a reasonable interest rate for their overdraft protection, which has come in handy more than once! I don't pay a monthly fee for my checking account and have never had any issues when writing a check or using my debit card for purchases. I will admit they are a bit limited in ATM locations (the nearest one to my home in a major city is probably five miles away) but I have learned to plan ahead when I will need to have cash on hand. Taking pictures of my checks for depositing is super convenient! There is a two day hold on deposited checks, but I think this is the norm for any financial institution. In the beginning I had reservations about banking with an online institution but have been nothing but happy with all aspects of my banking, much more so than when I banked at a local credit union. I am very satisfied with my experience with Capitol One 360 checking and highly recommend them to others!",2015-05-10
691,C 1 360,21073,20928,Capital One,23179,5,"Not only does Capital One 360 offer interest for their checking accounts (you get to earn money for using your account!), but they have NO account minimums after the initial deposit and offer sweet overdraft protection. That alone is better than most traditional brick and mortar banks. Not only that, but since they are the best bank ever, if you refer friends to sign up as well you can earn some extra cash. To take it even a little further, whenever I have had to call them (only to check on my account when I wasn't around internet connection, not for any big problems) I was immediately connected to a real live human being that I could understand clearly and who was incredibly friendly and helpful. That just about did me in, and I submitted to only having this internet banking account for now on. <br/> <br/>Oh yeah, you're also able to make free transfers to other bank accounts instead of writing out a check! Super convenient to send family and friends money if I need to. AND! their app actually works! I used to be signed up with a local bank... and a different online banking company and their apps never loaded. Capital One 360's does! I can do everything from the app if I want!<br/> <br/>With direct deposit and the ability to upload checks with pictures from my tablet, I have almost everything I need. The only thing I have not figured out is if I get cash as a gift, I cannot deposit it... Still working on figuring out if I can snap photos of money orders or cashier checks in order to upload them... Either way, I am 200% pleased with this bank and would recommend them to everyone! Sounds too good to be true? Find out for yourself!",2015-05-05
692,review of CapOne 360,21069,20928,Capital One,23175,4,"I've been with CapitolOne 360 since it was Orange (then INg , and so on), several years, anyway. I've never had a reason to leave. I've got a checking, a savings and an IRA with them (though that's now part of ShareBuilder). If I could change anything, I'd have had them skip all these mergers and such, but as far as my day-to-day experiences - I think it's great!<br/>I've moved around a lot in the last 10 years - 4 different states altogether. My online accounts have been a godsend because I've not had to worry about opening and closing accounts and hoping that there wouldn't be accidental overdrafts. I do keep one local account just in case I need to access cash in a hurry, run into a merchant or vendor who is uncomfortable taking an 'out of town check' , or as an alternative to my 360 debit card. What can I say, I like a backup plan. (I've noticed fewer and fewer merchants balking at the idea of an online bank without a brick and mortar address by the way.) <br/> <br/>Transfers between accounts including my ShareBuilder accounts and my local brick and mortar bank are super easy and usually only take a day or so. At first, this was a little painful to get used to - moving money around doesn't happen instantly. But it's still easier than remembering to go to the bank before it closes!<br/>The online payment center is one of the best I've used - and in the last decade, I've used several. It's actually one of the main reasons I made CapOne360 my main bank. There always seemed to be some payment lost or processed at the wrong time with other institutions I used. Like I said, I moved around a lot in the last several years, and in a couple of cases my local bank or credit union had no branches in the new city, so I'd have to switch anyway. <br/>I like the bill reminders and especially getting my statements right in the Bill Pay Center when they are available.<br/>I highly recommend this bank to anyone thinking of getting an online deposit account.",2015-05-03
693,Capital One 360 gives you full visibility!,21033,20928,Capital One,23124,4,"I have had a Capital One 360 Checking account for over year now and I have been pleased. I have had a credit card with Capital One for over three years and decided to consider a checking account when fraudulent information had been discovered on my previous account and my bank was poor in their handling of the situation. Prior to signing up with Capital One 360, I spoke extensively with a customer service rep about my situation and their security policy. I asked so many questions and they answered every one in detail and never seemed to lose patience with me. The online banking feature is great. I can access my account on my computer or phone. The secured log in is strict but not inconvenient. I can transfer funds, pay bills, and deposit checks from my phone in seconds. The interest rate is on par with other accounts I have researched. Every time I have a question, support is available online or on the phone. I have had nothing but a positive experience with Capital One 360 and its Internet Banking.",2015-04-28
694,Never drive to the bank again...,21026,20928,Capital One,23117,4,"I first started with just a savings account because the interest rate was great. I then opened a few more savings accounts to keep different monies separate. Last year I opened a checking account and it was so easy. I have always done everything online. I deposit checks on my phone, which is so great and easy. I do have a local bank where I have my 360 account linked so I can transfer money easily. I get an email alert when a check has cashed and I can log in to get a detailed account of all activity on any of my accounts. I just recently called customer service to ask a question and the call was answered quickly, I spoke with a real person, and the conversation was pleasant. I would highly recommend Capitol One 360 as a great bank for both savings and checkings.",2015-04-26
695,Capital One 360 Fan,20975,20928,Capital One,23036,4,"I was skeptical at first when Capital One 360 took over my ING accounts. I had ING for years and was a huge fan. I thought that this could only be a bad change. However, it has actually been a good change. Capital One 360 is actually even easier to use than ING. Their mobile app is great. It has higher mobile deposit limits than my brick and mortar bank. This means even though my employer refuses to offer direct deposit, I can deposit my check by taking a picture with my smart phone. I have a hard time getting to the bank so this is such a valuable feature for me. I also love that the checking account pays interest. Yes, the interest is really low right now but at least they offer it. The savings accounts also have a better interest rate than most brick and mortar banks. They also take security seriously. I'm a big fan of Mint but not everyone is comfortable giving their banking sign in info to a third party site. Capital One 360 deals with this by giving you an access code to share instead. I also appreciate that they have a referral program.",2015-04-22
696,Used to be better,20613,20928,Capital One,22519,4,"I've had a checking account and savings account with Capital One 360 since it was called ING Direct. The initial draw is the sign-on bonus (I've seen it as high as $75) and the interest rate for savings, which used to blow traditional banks out of the water. It was around 4 percent when I first got my accounts, but it has been below 1 percent for a few years now. I know this is true to other banks as well, but still, Capital One/ING was always much higher than traditional banks. Now there is no big draw to keeping the majority of my savings there. <br/> <br/>Also, transfers from Capital One to another bank takes forever, around 9 days in my experience. But the reverse, transferring from another bank to Capital One, is 3 days tops. Why does Capital One take so much longer? <br/> <br/>Some positives: mobile deposits, no minimum balances and no fees for simply having an account. And per an email I received in mid-October 2014, you can now deposit cash via ATMs.",2015-03-22
697,I love my Capital One 360 Card,20438,20928,Capital One,22304,5,"I love having my Capital One 360 card! I received a $50 bonus when I signed up and have had no complaints. I am about to have my work check automatically deposited in my account every month. This saves me time and money. I am able to check my account online throughout the week to make sure my balance is where it needs to be. I really enjoy the different features offered with this credit card. They include free checking with no hidden fees, no overdraft fees, no atm charges and no monthly fees. I had a horrible experience with my old bank in which I had a problem with charges and over draft fees, but there is no need to worry with Capital one 360. I love this card, anyone looking to do online banking should give this a try!",2015-03-04
698,Capital One 360 is convenient,20408,20928,Capital One,22267,5,"I opened an account with Capital One 360 a year ago out of need and convenience. I am disabled and unable to make it to the bank frequently to make deposits. I opened an account online with Capital One 360 because they give me the option to make deposits virtually with just a photo of the front and back of my check. The money is available a day after I make my deposits, and I was given free checks and a free debit card. I was also able to link it to my other bank account for free transfers back and forth. The only inconvenient item about the account is to log in, you need to remember a pin code instead of a usual username. I usually have trouble remembering this, but the work around is quick and easy to get in.",2015-03-02
699,Capital One 360: A Full Review,20406,20928,Capital One,22265,4,"I first starting utilizing Capital One 360's services a number of years ago, when it was originally named ""ING Direct."" I greatly enjoyed the ease of use, sleek but minimal interface, and the ability to create multiple checking/savings accounts for different uses, such as personal spending, emergency funds, etc. Since being bought by Capital One, all of these services remain fully intact, but they've added a wide variety of enhancements along the way as well, such as being able to deposit checks via a picture from your smartphone, and the ability to easily order checkbooks for your checking accounts. In the few instances where I have had to contact the bank directly via phone, their representatives have been very helpful and knowledgeable about what I was trying to accomplish. If you're looking for a fast, reliable online bank to use, Capital One 360 is it.",2015-03-02
700,Banking Online with CapitalOne360 - No Fees!,20285,20928,Capital One,22157,5,"CapitalOne360 bank has been around about a year. Previously they were called IngDirect. I started banking with IngDirect back in 2011. I have been with this bank for over 3 years. The thing I like is that you can do everything from their website. It is well organized and easy to understand. You can view all of your most recent transactions or see previous months organized into printable statements. I never use cash anymore. I do everything with my CapitalOne360 Bankcard. It's great because transactions show up immediately. I always know exactly what my balance is and where my money is going. If you use a program like Quicken or your own spreadsheets in Excel, you can download your transactions in a spreadsheet format or as a comma delimited file for import. CapitalOne360 makes it easy to pay people by transferring money to their account. I pay all my bills electronically at the beginning of the month. This lets me keep track how much I have left over for the month, and it's good for the environment since I don't get paper statements anymore. The customer service at this bank is excellent. Representatives are always friendly, and are able to answer any of my questions in detail. The best part is this bank does not have any fees. If I am ever overdrawn, I am only charged daily interest on the money they are covering. If I overdraw, it literally only costs me a few cents when my account is replenished the next month. I can't recommend them highly enough.",2015-02-23
701,Capital One 360,20251,20928,Capital One,22103,4,"My experience with Capital one 360 has been good so far. Originally I had ING Orange online banking, but it was later acquired by Capital one and renamed 360. The good about Capital One 360 would mostly likely to be the fees. No fees for a lot of services such as: free ATM , free check mail via USPS, and not even over draft fee, which would be over $30 at least in traditional brick and mortar banks. The cons about it would most likely to be making a deposit, since the only form of deposit I can make it is thru checks; either directly deposit online or mail them the check I want to deposit, which is very inconvenient if I want to deposit cash, Iâ€™d really wish they can offer some way of depositing cash. On the other hand, depositing checks online thru the mobile app takes a rather ""long"" time, the money wonâ€™t be there until after 3 days or more; it would be so much better if it just takes 1-2 day to process.",2015-02-19
702,the best online bank,20143,20928,Capital One,21927,5,"The Capital one 360 online bank is the best bank i have use yet. they work with you, their nice too you. you can use the atm with no cost, no fees and no minimums. i love it because i dont have to worry about nothing the only bad thing is that its online i rather it be a local bank but, thats okay because im happy with the bank i got.",2015-02-11
703,my online experience.,20141,20928,Capital One,21925,5,I recently viewed information online where I could receive fifty dollars for opening an online checking account with capital one. For fifty bucks I said what the heck I can use fifty dollars. The requirements to receive the fifty dollars were open the account with a transfer from an active checking account and make three debit card transactions within forty five days. On the fiftieth day fifty dollars would be deposited into my capital one account. This seemed like a great deal so I made the initial deposit. Capital One has more than lived up to what was advertised. The account came with overdraft protection. Where I can overdraft up to my credit limit and instead of receiving an overdraft charge. I have a line of credit where the overdraft amount is charged at a reasonable interest rate until paid. Customer service is excellent. I have had a couple of minor issues that customer service quickly resolved for me. Also anyone I refer I receive a twenty dollar referral fee up to fifty referral. As long as the service remains this good capital one has a faithful customer.,2015-02-11
704,Capital One 360 free checking with interest,20095,20928,Capital One,21872,5,"I opened my Capital One 360 checking account last year in November when they offered a promotion that resulted in a nice bonus deposit after using the checking account for three months. I did receive the bonus indeed in January. I love having this checking account as it allows me to deposit checks by scanning them in from my cell phone. I first had some issues with the scanning process with my first check but I still was able to deposit it after a couple of tries and so far I have yet to find a check that I could not deposit that way. This is a very convenient feature. I also like this account because it charges no fees without requiring to carry a minimum balance or using direct deposit, and on top of it you even get to collect a little bit of interest on your balance. I still have another checking account at a brick and mortar local bank but I have to admit I find myself using my capitol one checking account more and more lately. I used my local branch at the other bank mostly to deposit checks which now I can do from the comfort of my home. Thank you Capital One 360!!!",2015-02-08
705,Best savings account,20006,20928,Capital One,21760,5,"I have been using Capital One 360 for my main savings account for years. When I first started the rates were amazing. Even after the market crash and overall rate reductions, Capital One 360 still offers the best competitive rate out there. The customer service is also great, whether you call or use email, they respond in a timely manner. They also offer ways to deposit checks by taking pictures, that means being able to make deposits from the comfort of your own home. I recently also added a checking account and am looking into possible opening a CD with them as well. They offer the best APY I have seen anywhere, I have never had a problem with this business and recommended them to my friends and family.",2015-02-03
